,genres,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,movie_title,plot_keywords,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,title_year,imdb_score
4101,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Frances Ha,best friend|black and white|father daughter relationship|female protagonist|mother daughter relationship,best friend,black and white,father daughter relationship,female protagonist,mother daughter relationship,English,USA,2012,7.4
4102,Crime|Drama,Crime,Drama,,,,,,,Tsotsi,baby|bathing a baby|criminal|slum|vomiting,baby,bathing a baby,criminal,slum,vomiting,Zulu,UK,2005,7.3
4103,Comedy|Drama,Comedy,Drama,,,,,,,Happiness,ensemble cast|episodic structure|satire|social satire|suburb,ensemble cast,episodic structure,satire,social satire,suburb,English,USA,1998,7.8
4104,Comedy|Documentary,Comedy,Documentary,,,,,,,DysFunktional Family,african american|family relationships|stand up comedian|stand up comedy,african american,family relationships,stand up comedian,stand up comedy,,English,USA,2003,6.6
4105,Comedy|Drama|Horror,Comedy,Drama,Horror,,,,,,Tusk,canada|human becoming an animal|mad scientist|part of trilogy|walrus,canada,human becoming an animal,mad scientist,part of trilogy,walrus,English,USA,2014,5.4
4106,Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,Oldboy,brother sister relationship|hypnosis|imprisonment|love|revenge,brother sister relationship,hypnosis,imprisonment,love,revenge,Korean,South Korea,2003,8.4
4107,Drama|Family,Drama,Family,,,,,,,Letters to God,cancer|faith|hope|letter|prayer,cancer,faith,hope,letter,prayer,English,USA,2010,6.3
4108,Action|Comedy|Thriller,Action,Comedy,Thriller,,,,,,Hobo with a Shotgun,hobo|pedophile|rampage|shotgun|vigilante,hobo,pedophile,rampage,shotgun,vigilante,English,Canada,2011,6.1
4109,Action|Comedy,Action,Comedy,,,,,,,Compadres,,,,,,,English,Mexico,2016,5
4110,Comedy|Crime|Drama|Thriller,Comedy,Crime,Drama,Thriller,,,,,Freeway,freeway|nightmare|police|school|trailer park,freeway,nightmare,police,school,trailer park,English,USA,1996,6.9
4111,Drama|Family|Western,Drama,Family,Western,,,,,,Love's Abiding Joy,19th century|faith|mayor|ranch|sheriff,19th century,faith,mayor,ranch,sheriff,,USA,2006,7.2
4112,Drama,Drama,,,,,,,,Fish Tank,15 year old|dancing|essex|little sister|suburb,15 year old,dancing,essex,little sister,suburb,English,UK,2009,7.3
4113,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Damsels in Distress,college|college campus|dance craze|depression|fraternity,college,college campus,dance craze,depression,fraternity,English,USA,2011,5.7
4114,Horror|Sci-Fi|Thriller,Horror,Sci-Fi,Thriller,,,,,,Creature            ,author cameo|family relationships|island|monster|two part tv movie,author cameo,family relationships,island,monster,two part tv movie,English,USA,NA,5
4115,Comedy|Romance,Comedy,Romance,,,,,,,Bachelorette,bachelorette party|drug use|high school|overdose|wedding dress,bachelorette party,drug use,high school,overdose,wedding dress,English,USA,2012,5.3
4116,Comedy|Drama|Horror|Sci-Fi|Thriller,Comedy,Drama,Horror,Sci-Fi,Thriller,,,,BrainDead            ,brains|exploding head|politician|swarm behavior|washington d.c.,brains,exploding head,politician,swarm behavior,washington d.c.,English,USA,NA,7.9
4117,Drama|Family|Music,Drama,Family,Music,,,,,,Brave New Girl,based on a book|based on a novel|made for tv movie|music school|support,based on a book,based on a novel,made for tv movie,music school,support,English,USA,2004,5
4118,Comedy,Comedy,,,,,,,,Tim and Eric's Billion Dollar Movie,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall,film in film,man with glasses,reference to steven spielberg,self referential,shopping mall,English,USA,2012,5.3
4119,Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,The Gambler,dog|gambler|gambling|gangster|professor,dog,gambler,gambling,gangster,professor,English,USA,2014,6
4120,Drama,Drama,,,,,,,,The Grand            ,concierge|front desk|hotel|maid|prostitute,concierge,front desk,hotel,maid,prostitute,English,UK,NA,7.6
4121,Comedy|Drama|Romance|Sport,Comedy,Drama,Romance,Sport,,,,,Summer Storm,friend|friendship|rowing|storm|summer camp,friend,friendship,rowing,storm,summer camp,German,Germany,2004,7.4
4122,Drama|History|War,Drama,History,War,,,,,,Fort McCoy,,,,,,,English,USA,2011,5.9
4123,Horror|Thriller,Horror,Thriller,,,,,,,Chain Letter,blood splatter|chain|murder|mysterious killer|warning,blood splatter,chain,murder,mysterious killer,warning,English,USA,2009,4.1
4124,Comedy|Drama,Comedy,Drama,,,,,,,Just Looking,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying,1955 chevrolet,nurse,peeping tom,reference to brooklyn dodgers,spying,English,USA,1999,6.7
4125,Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,The Divide,doggystyle sex|rough sex|sodomy|torture|violent sex,doggystyle sex,rough sex,sodomy,torture,violent sex,English,Germany,2011,5.8
4126,Drama|Horror|Romance,Drama,Horror,Romance,,,,,,The Eclipse,ghost|irish|kissing|novelist|widower,ghost,irish,kissing,novelist,widower,English,Ireland,2009,6.2
4127,Horror|Thriller,Horror,Thriller,,,,,,,Demonic,death|detective|house|missing|supernatural,death,detective,house,missing,supernatural,English,USA,2015,5.3
4128,Comedy,Comedy,,,,,,,,My Big Fat Independent Movie,independent film|spoof,independent film,spoof,,,,English,USA,2005,3.3
4129,Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,Alice in Wonderland,alice in wonderland|mistaking reality for dream|queen|shrinking|shrinking potion,alice in wonderland,mistaking reality for dream,queen,shrinking,shrinking potion,English,USA,2010,6.5
4130,Comedy,Comedy,,,,,,,,The Deported,actor|italian american|mexico|orphan|usa,actor,italian american,mexico,orphan,usa,English,USA,2009,6.2
4131,Drama,Drama,,,,,,,,Tanner Hall,boarding school|coming of age|female friendship|lesbian|new england,boarding school,coming of age,female friendship,lesbian,new england,English,USA,2009,5.9
4132,Action|Drama|Thriller,Action,Drama,Thriller,,,,,,Open Road,dealer|drugs|killer|police,dealer,drugs,killer,police,,English,Brazil,2013,5.5
4133,Comedy,Comedy,,,,,,,,They Came Together,halloween party|new york city|racism|romcom|spoof,halloween party,new york city,racism,romcom,spoof,English,USA,2014,5.5
4134,Comedy,Comedy,,,,,,,,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,exorcism|female nudity|haunted house|lesbian kiss|masturbation,exorcism,female nudity,haunted house,lesbian kiss,masturbation,English,USA,2013,2.6
4135,Action|Drama|Sport,Action,Drama,Sport,,,,,,Never Back Down 2: The Beatdown,bad cop|college|second part|sequel|wrestler,bad cop,college,second part,sequel,wrestler,English,USA,2011,5.8
4136,Crime|Thriller,Crime,Thriller,,,,,,,Point Blank,criminal|gangster|money|revenge|violence,criminal,gangster,money,revenge,violence,English,USA,1967,7.4
4137,Comedy,Comedy,,,,,,,,Four Single Fathers,number in title|single father,number in title,single father,,,,Italian,Italy,2009,5.1
4138,Thriller,Thriller,,,,,,,,Enter the Dangerous Mind,dubstep|tied feet,dubstep,tied feet,,,,English,USA,2013,5.2
4139,Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,Something Wicked,eugene oregon|independent film|obsession,eugene oregon,independent film,obsession,,,English,USA,2014,4.8
4140,Thriller,Thriller,,,,,,,,AWOL-72,police officer|police officer taken hostage,police officer,police officer taken hostage,,,,English,USA,2015,3.9
4141,Adventure|Crime|Drama,Adventure,Crime,Drama,,,,,,Iguana,19th century|based on novel|disfigurement|harpooner|independent film,19th century,based on novel,disfigurement,harpooner,independent film,English,Italy,1988,6.2
4142,Drama|Family|Fantasy|Romance,Drama,Family,Fantasy,Romance,,,,,Cinderella,dress|duke|fairy godmother|fairy tale|pumpkin,dress,duke,fairy godmother,fairy tale,pumpkin,English,USA,2015,7
4143,Action|Adventure|Crime|Drama,Action,Adventure,Crime,Drama,,,,,Chicago Overcoat,detective|killer|police|shootout|thong,detective,killer,police,shootout,thong,English,USA,2009,6.2
4144,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Barry Munday,doctor|letter|paternity|sex|testicles,doctor,letter,paternity,sex,testicles,English,USA,2010,5.9
4145,Drama,Drama,,,,,,,,Central Station,brazil|letter|rio de janeiro brazil|sertao|teacher,brazil,letter,rio de janeiro brazil,sertao,teacher,Portuguese,Brazil,1998,8
4146,Comedy|Drama,Comedy,Drama,,,,,,,Pocketful of Miracles,1930s|apple|dude|luck|new york city,1930s,apple,dude,luck,new york city,English,USA,1961,7.3
4147,Action|Crime,Action,Crime,,,,,,,Close Range,corrupt sheriff|drug cartel|flash drive|niece|sheriff,corrupt sheriff,drug cartel,flash drive,niece,sheriff,English,USA,2015,4.9
4148,Comedy|Romance,Comedy,Romance,,,,,,,Boynton Beach Club,title spoken by character,title spoken by character,,,,,English,USA,2005,6.5
4149,Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,Amnesiac,child in peril|electroshock therapy|memory|memory loss|teenage girl,child in peril,electroshock therapy,memory,memory loss,teenage girl,English,USA,2014,4.3
4150,Documentary,Documentary,,,,,,,,Freakonomics,cheating|economics|experiment|human nature|sumo wrestling,cheating,economics,experiment,human nature,sumo wrestling,English,USA,2010,6.4
4151,Fantasy|Horror|Mystery,Fantasy,Horror,Mystery,,,,,,The Omen,ambassador|death|hospital|priest|stillborn child,ambassador,death,hospital,priest,stillborn child,English,UK,1976,7.6
4152,Horror,Horror,,,,,,,,High Tension,car chase|plot twist|police van|rear ending a car|slasher,car chase,plot twist,police van,rear ending a car,slasher,French,France,2003,6.8
4153,Comedy|Drama|Romance|Sci-Fi,Comedy,Drama,Romance,Sci-Fi,,,,,Griff the Invisible,alter ego|awkwardness|office|scientist|superhero,alter ego,awkwardness,office,scientist,superhero,English,Australia,2010,6.1
4154,Action|Horror|Thriller,Action,Horror,Thriller,,,,,,Unnatural,alaska|climate change|global|polar bear|scientific,alaska,climate change,global,polar bear,scientific,English,USA,2015,4
4155,Crime|Drama|Music,Crime,Drama,Music,,,,,,Hustle & Flow,baby|friend|hip hop|pimp|stripper,baby,friend,hip hop,pimp,stripper,English,USA,2005,7.4
4156,Comedy|Music|Romance,Comedy,Music,Romance,,,,,,Some Like It Hot,all girl band|band|cross dressing|musician|yacht,all girl band,band,cross dressing,musician,yacht,English,USA,1959,8.3
4157,Horror,Horror,,,,,,,,Friday the 13th Part VII: The New Blood,death|jason voorhees|massacre|slaughter|telekinesis,death,jason voorhees,massacre,slaughter,telekinesis,English,USA,1988,5.3
4158,Adventure|Family|Fantasy|Musical,Adventure,Family,Fantasy,Musical,,,,,The Wizard of Oz,evil witch|tornado|witch|wizard|wizard of oz,evil witch,tornado,witch,wizard,wizard of oz,English,USA,1939,8.1
4159,Comedy,Comedy,,,,,,,,Young Frankenstein,assistant|castle|experiment|frankenstein's monster|scientist,assistant,castle,experiment,frankenstein's monster,scientist,English,USA,1974,8
4160,Horror,Horror,,,,,,,,Diary of the Dead,barn|film student|hospital|mummy|video camera,barn,film student,hospital,mummy,video camera,English,USA,2007,5.7
4161,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Lage Raho Munna Bhai,love|professor of history|radio|satyagraha|unscrupulous builder,love,professor of history,radio,satyagraha,unscrupulous builder,Hindi,India,2006,8.2
4162,Drama,Drama,,,,,,,,Ulee's Gold,beekeeper|bound and gagged|dysfunctional family|man with glasses|tied to a chair,beekeeper,bound and gagged,dysfunctional family,man with glasses,tied to a chair,English,USA,1997,7.1
4163,Adventure|Family|Sport,Adventure,Family,Sport,,,,,,The Black Stallion,black horse|boy horse relationship|horse|rescued by a horse|training,black horse,boy horse relationship,horse,rescued by a horse,training,English,USA,1979,7.4
4164,Romance,Romance,,,,,,,,Sardaar Ji,,,,,,,Panjabi,Canada,2015,6.6
4165,Action|Adventure|Animation|Comedy|Sci-Fi,Action,Adventure,Animation,Comedy,Sci-Fi,,,,Journey to Saturn,crew|cult film|denmark|earth|wristwatch,crew,cult film,denmark,earth,wristwatch,Danish,Denmark,2008,5.7
4166,Adventure|Comedy|Romance,Adventure,Comedy,Romance,,,,,,Donovan's Reef,falling into water|medical doctor|priest|roof leak|swimming in the ocean,falling into water,medical doctor,priest,roof leak,swimming in the ocean,English,USA,1963,6.9
4167,Comedy|Drama,Comedy,Drama,,,,,,,The Dress,bare breasts|bra|panties|topless female nudity|underwear,bare breasts,bra,panties,topless female nudity,underwear,Dutch,Netherlands,1996,7
4168,Drama|Fantasy|Romance|War,Drama,Fantasy,Romance,War,,,,,A Guy Named Joe,heaven|pilot|teacher|training|world war two,heaven,pilot,teacher,training,world war two,English,USA,1943,7
4169,Comedy|Western,Comedy,Western,,,,,,,Blazing Saddles,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,railroad,reference to douglas fairbanks,reference to jesse owens,reference to randolph scott,year 1874,English,USA,1974,7.8
4170,Horror|Thriller,Horror,Thriller,,,,,,,Friday the 13th: The Final Chapter,friday the thirteenth|hockey mask|jason voorhees|morgue|slasher,friday the thirteenth,hockey mask,jason voorhees,morgue,slasher,English,USA,1984,5.9
4171,Drama,Drama,,,,,,,,Ida,convent|jew|jewish|nun|poland,convent,jew,jewish,nun,poland,Polish,Poland,2013,7.4
4172,Drama|Romance,Drama,Romance,,,,,,,Maurice,homosexuality|love|male full frontal nudity|male rear nudity|one word title,homosexuality,love,male full frontal nudity,male rear nudity,one word title,English,UK,1987,7.8
4173,Comedy|Sport,Comedy,Sport,,,,,,,Beer League,baseball|baseball movie|beer|slacker|softball,baseball,baseball movie,beer,slacker,softball,English,USA,2006,6
4174,Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,The Astronaut's Wife,astronaut|electrocuted in bathtub|mission|pilot|sister,astronaut,electrocuted in bathtub,mission,pilot,sister,English,USA,1999,5.3
4175,Documentary|History|Sport,Documentary,History,Sport,,,,,,Riding Giants,beach|surfing|surfing contest|two word title|wave,beach,surfing,surfing contest,two word title,wave,English,USA,2004,7.9
4176,Horror|Mystery|Sci-Fi|Thriller,Horror,Mystery,Sci-Fi,Thriller,,,,,Timecrimes,binoculars|hitchcockian|scissors|time machine|woods,binoculars,hitchcockian,scissors,time machine,woods,Spanish,Spain,2007,7.2
4177,Action|Adventure|Comedy,Action,Adventure,Comedy,,,,,,Silver Medallist,color in title,color in title,,,,,Mandarin,China,2009,7.4
4178,Horror|Thriller,Horror,Thriller,,,,,,,Timber Falls,hiking|voyeur|voyeurism|west virginia|woods,hiking,voyeur,voyeurism,west virginia,woods,English,USA,2007,5.3
4179,Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,Singin' in the Rain,actress|chorus girl|fan|friend|love,actress,chorus girl,fan,friend,love,English,USA,1952,8.3
4180,Documentary,Documentary,,,,,,,,"Fat, Sick & Nearly Dead",fat|food|health|juice|obese,fat,food,health,juice,obese,English,Australia,2010,7.6
4181,Comedy|Fantasy,Comedy,Fantasy,,,,,,,A Haunted House,hamburger|parody|priest|psychic|woman in a bikini,hamburger,parody,priest,psychic,woman in a bikini,English,USA,2013,5.1
4182,Documentary,Documentary,,,,,,,,2016: Obama's America,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment,critically bashed,partisan commentary,political propoganda,punctuation in title,reenactment,English,USA,2012,5.1
4183,Horror,Horror,,,,,,,,Halloween II,halloween|hospital|michael myers|rampage|vomiting,halloween,hospital,michael myers,rampage,vomiting,English,USA,2009,4.9
4184,Comedy|Drama|Music,Comedy,Drama,Music,,,,,,That Thing You Do!,band|drummer|jazz|pennsylvania|song,band,drummer,jazz,pennsylvania,song,English,USA,1996,6.9
4185,Horror|Mystery|Sci-Fi,Horror,Mystery,Sci-Fi,,,,,,Halloween III: Season of the Witch,doctor|factory|halloween|holiday horror|stonehenge,doctor,factory,halloween,holiday horror,stonehenge,English,USA,1982,4.6
4186,Action|Sci-Fi,Action,Sci-Fi,,,,,,,Escape from the Planet of the Apes,ape|fear|future|spacecraft|spaceship,ape,fear,future,spacecraft,spaceship,English,USA,1971,6.3
4187,Drama,Drama,,,,,,,,Hud,alcoholism|forename as title|rancher|rodeo cowboy|texas,alcoholism,forename as title,rancher,rodeo cowboy,texas,English,USA,1963,7.9
4188,Comedy|Documentary,Comedy,Documentary,,,,,,,Kevin Hart: Let Me Explain,lying|montreal|reference to twitter|reference to youtube|toronto,lying,montreal,reference to twitter,reference to youtube,toronto,English,USA,2013,6.7
4189,Drama,Drama,,,,,,,,My Own Private Idaho,friend|hustler|italy|narcolepsy|traveling,friend,hustler,italy,narcolepsy,traveling,English,USA,1991,7.1
4190,Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,Garden State,actor|doctor|drugs|home|pain,actor,doctor,drugs,home,pain,English,USA,2004,7.6
4191,Drama|Romance,Drama,Romance,,,,,,,Before Sunrise,american|conversations|kiss|love|train,american,conversations,kiss,love,train,English,USA,1995,8.1
4192,Action|Drama|Horror|Thriller,Action,Drama,Horror,Thriller,,,,,Sur le seuil,canadian gothic|hospital|murder|paranormal|supernatural,canadian gothic,hospital,murder,paranormal,supernatural,French,Canada,2003,6.6
4193,Drama,Drama,,,,,,,,Jesus' Son,hospital|love|mennonite|shower|song,hospital,love,mennonite,shower,song,English,USA,1999,7
